sym,date,whale_time,hour,bar_k,entry,whale_low,whale_high,spike,pace,clv,rng_x,new_high,above_vwap,lifting,confirmed,rsi,pattern,score,room_pct,breakout,trend,near_low,atr5_pct,atr5_abs,atr_d_pct,v3,first_of_day,fill,slip_pct,mfe_d0,mae_d0,close_d0,mfe_d1,close_d1,stoppct_whale,o_d0_t0.5_whale,p_d0_t0.5_whale,o_d1_t0.5_whale,p_d1_t0.5_whale,o_d0_t1.0_whale,p_d0_t1.0_whale,o_d1_t1.0_whale,p_d1_t1.0_whale,o_d0_t1.5_whale,p_d0_t1.5_whale,o_d1_t1.5_whale,p_d1_t1.5_whale,o_d0_t2.0_whale,p_d0_t2.0_whale,o_d1_t2.0_whale,p_d1_t2.0_whale,stoppct_p05,o_d0_t0.5_p05,p_d0_t0.5_p05,o_d1_t0.5_p05,p_d1_t0.5_p05,o_d0_t1.0_p05,p_d0_t1.0_p05,o_d1_t1.0_p05,p_d1_t1.0_p05,o_d0_t1.5_p05,p_d0_t1.5_p05,o_d1_t1.5_p05,p_d1_t1.5_p05,o_d0_t2.0_p05,p_d0_t2.0_p05,o_d1_t2.0_p05,p_d1_t2.0_p05,stoppct_p10,o_d0_t0.5_p10,p_d0_t0.5_p10,o_d1_t0.5_p10,p_d1_t0.5_p10,o_d0_t1.0_p10,p_d0_t1.0_p10,o_d1_t1.0_p10,p_d1_t1.0_p10,o_d0_t1.5_p10,p_d0_t1.5_p10,o_d1_t1.5_p10,p_d1_t1.5_p10,o_d0_t2.0_p10,p_d0_t2.0_p10,o_d1_t2.0_p10,p_d1_t2.0_p10,stoppct_p20,o_d0_t0.5_p20,p_d0_t0.5_p20,o_d1_t0.5_p20,p_d1_t0.5_p20,o_d0_t1.0_p20,p_d0_t1.0_p20,o_d1_t1.0_p20,p_d1_t1.0_p20,o_d0_t1.5_p20,p_d0_t1.5_p20,o_d1_t1.5_p20,p_d1_t1.5_p20,o_d0_t2.0_p20,p_d0_t2.0_p20,o_d1_t2.0_p20,p_d1_t2.0_p20,stoppct_atr1,o_d0_t0.5_atr1,p_d0_t0.5_atr1,o_d1_t0.5_atr1,p_d1_t0.5_atr1,o_d0_t1.0_atr1,p_d0_t1.0_atr1,o_d1_t1.0_atr1,p_d1_t1.0_atr1,o_d0_t1.5_atr1,p_d0_t1.5_atr1,o_d1_t1.5_atr1,p_d1_t1.5_atr1,o_d0_t2.0_atr1,p_d0_t2.0_atr1,o_d1_t2.0_atr1,p_d1_t2.0_atr1
NKE,2026-09-08,09:40,9,2,38.46,38.29,38.72,3.79,1.68,0.9,4.26,False,True,False,False,43.7,بدون,92,0.74,False,False,True,0.282,0.10827854701450892,2.75,False,True,38.46,-0.01,0.35,-1.44,-0.91,0.35,-2.86,0.64,stop,-0.63,stop,-0.63,stop,-0.63,stop,-0.63,stop,-0.63,stop,-0.63,stop,-0.63,stop,-0.63,0.5,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,1.0,stop,-0.99,stop,-0.99,stop,-0.99,stop,-0.99,stop,-0.99,stop,-0.99,stop,-0.99,stop,-0.99,2.0,none,-0.91,stop,-2.22,none,-0.91,stop,-2.22,none,-0.91,stop,-2.22,none,-0.91,stop,-2.22,0.28,stop,-0.27,stop,-0.27,stop,-0.27,stop,-0.27,stop,-0.27,stop,-0.27,stop,-0.27,stop,-0.27
NOW,2026-09-08,09:40,9,2,134.76,133.43,134.43,3.54,1.14,0.84,1.97,False,False,False,False,11.1,بدون,71,6.12,False,True,False,0.7,0.9343763078962054,4.76,False,True,134.79,0.02,0.68,-1.73,-0.42,0.68,-2.74,1.18,target,0.48,target,0.48,stop,-1.21,stop,-1.21,stop,-1.21,stop,-1.21,stop,-1.21,stop,-1.21,0.5,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,1.0,target,0.48,target,0.48,stop,-1.02,stop,-1.02,stop,-1.02,stop,-1.02,stop,-1.02,stop,-1.02,2.0,target,0.48,target,0.48,none,-0.42,stop,-2.02,none,-0.42,stop,-2.02,none,-0.42,stop,-2.02,0.69,stop,-0.71,stop,-0.71,stop,-0.71,stop,-0.71,stop,-0.71,stop,-0.71,stop,-0.71,stop,-0.71
AMD,2026-09-08,09:45,9,3,493.38,486.57,494.0,6.46,1.62,0.77,4.45,False,False,False,True,78.8,بدون,82,0.69,False,False,False,0.585,2.877508980887277,3.87,False,True,493.39,0.0,3.85,-0.87,2.46,6.77,5.61,1.58,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,target,2.0,target,2.0,0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,1.0,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,target,2.0,target,2.0,2.0,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,target,2.0,target,2.0,0.58,stop,-0.58,stop,-0.58,stop,-0.58,stop,-0.58,stop,-0.58,stop,-0.58,stop,-0.58,stop,-0.58
ASML,2026-09-08,09:45,9,3,1757.72,1757.7,1767.08,3.04,1.45,0.88,1.88,False,False,False,False,76.2,بدون,70,1.84,False,False,False,0.574,10.081856863839286,2.78,False,True,1758.09,0.02,1.04,-0.85,0.48,1.04,-1.68,0.2,stop,-0.22,stop,-0.22,stop,-0.22,stop,-0.22,stop,-0.22,stop,-0.22,stop,-0.22,stop,-0.22,0.5,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,1.0,target,0.48,target,0.48,target,0.98,target,0.98,none,0.48,stop,-1.12,none,0.48,stop,-1.12,2.0,target,0.48,target,0.48,target,0.98,target,0.98,none,0.48,none,-1.68,none,0.48,none,-1.68,0.57,stop,-0.59,stop,-0.59,stop,-0.59,stop,-0.59,stop,-0.59,stop,-0.59,stop,-0.59,stop,-0.59
CAT,2026-09-08,09:45,9,3,826.75,826.34,830.5,2.51,1.95,0.54,2.18,False,True,False,False,81.4,بدون,73,0.34,False,False,False,0.318,2.6258414132254466,3.02,False,True,827.08,0.04,0.26,-0.8,-0.54,0.26,-1.38,0.25,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,0.5,stop,-0.54,stop,-0.54,stop,-0.54,stop,-0.54,stop,-0.54,stop,-0.54,stop,-0.54,stop,-0.54,1.0,none,-0.54,stop,-1.38,none,-0.54,stop,-1.38,none,-0.54,stop,-1.38,none,-0.54,stop,-1.38,2.0,none,-0.54,none,-1.38,none,-0.54,none,-1.38,none,-0.54,none,-1.38,none,-0.54,none,-1.38,0.32,stop,-0.36,stop,-0.36,stop,-0.36,stop,-0.36,stop,-0.36,stop,-0.36,stop,-0.36,stop,-0.36
INTC,2026-09-08,09:45,9,3,101.38,100.6,101.86,3.95,2.23,0.88,2.7,False,True,False,False,82.4,بدون,100,1.83,False,False,False,0.936,0.9413572038922992,4.44,False,True,101.39,0.01,4.64,-0.62,3.01,5.23,4.77,0.97,target,0.49,target,0.49,target,0.99,target,0.99,target,1.49,target,1.49,target,1.99,target,1.99,0.5,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,1.0,target,0.49,target,0.49,target,0.99,target,0.99,target,1.49,target,1.49,target,1.99,target,1.99,2.0,target,0.49,target,0.49,target,0.99,target,0.99,target,1.49,target,1.49,target,1.99,target,1.99,0.93,target,0.49,target,0.49,target,0.99,target,0.99,target,1.49,target,1.49,target,1.99,target,1.99
MPWR,2026-09-08,09:45,9,3,1219.97,1221.97,1227.65,2.61,1.18,1.0,1.2,False,False,False,False,49.8,بدون,61,1.9,False,False,True,0.489,5.975690569196429,3.85,False,True,1220.31,0.03,1.3,-0.74,-0.11,1.3,-1.37,0.04,stop,-0.06,stop,-0.06,stop,-0.06,stop,-0.06,stop,-0.06,stop,-0.06,stop,-0.06,stop,-0.06,0.5,target,0.47,target,0.47,target,0.97,target,0.97,stop,-0.53,stop,-0.53,stop,-0.53,stop,-0.53,1.0,target,0.47,target,0.47,target,0.97,target,0.97,none,-0.11,stop,-1.16,none,-0.11,stop,-1.16,2.0,target,0.47,target,0.47,target,0.97,target,0.97,none,-0.11,none,-1.37,none,-0.11,none,-1.37,0.49,target,0.47,target,0.47,target,0.97,target,0.97,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52
MRVL,2026-09-08,09:45,9,3,223.75,224.59,226.25,2.27,1.33,0.71,1.6,False,False,False,False,59.3,بدون,57,3.44,False,False,False,0.647,1.4532067435128349,7.18,False,True,223.71,-0.02,3.66,-0.11,0.78,8.12,5.05,-0.17,stop,0.19,stop,0.19,stop,0.19,stop,0.19,stop,0.19,stop,0.19,stop,0.19,stop,0.19,0.5,target,0.52,target,0.52,target,1.02,target,1.02,target,1.52,target,1.52,target,2.02,target,2.02,1.0,target,0.52,target,0.52,target,1.02,target,1.02,target,1.52,target,1.52,target,2.02,target,2.02,2.0,target,0.52,target,0.52,target,1.02,target,1.02,target,1.52,target,1.52,target,2.02,target,2.02,0.65,target,0.52,target,0.52,target,1.02,target,1.02,target,1.52,target,1.52,target,2.02,target,2.02
MU,2026-09-08,09:45,9,3,1019.44,1010.07,1022.58,2.99,1.19,0.88,2.44,False,False,False,False,52.5,بدون,66,2.12,False,True,False,0.647,6.537205287388393,4.59,False,True,1019.53,0.01,0.87,-2.15,-1.92,2.24,0.78,1.12,target,0.49,target,0.49,stop,-1.13,stop,-1.13,stop,-1.13,stop,-1.13,stop,-1.13,stop,-1.13,0.5,target,0.49,target,0.49,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,1.0,target,0.49,target,0.49,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,2.0,target,0.49,target,0.49,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,0.64,target,0.49,target,0.49,stop,-0.65,stop,-0.65,stop,-0.65,stop,-0.65,stop,-0.65,stop,-0.65
QCOM,2026-09-08,09:45,9,3,175.23,173.76,177.94,11.16,9.5,0.94,3.91,False,False,False,False,64.9,بدون,95,4.71,False,True,False,1.137,1.9842790876116072,3.04,False,True,175.38,0.09,1.51,-1.91,-0.74,3.12,0.59,1.04,target,0.41,target,0.41,target,0.91,target,0.91,target,1.41,target,1.41,stop,-1.12,stop,-1.12,0.5,target,0.41,target,0.41,target,0.91,target,0.91,target,1.41,target,1.41,stop,-0.59,stop,-0.59,1.0,target,0.41,target,0.41,target,0.91,target,0.91,target,1.41,target,1.41,stop,-1.08,stop,-1.08,2.0,target,0.41,target,0.41,target,0.91,target,0.91,target,1.41,target,1.41,none,-0.74,target,1.91,1.13,target,0.41,target,0.41,target,0.91,target,0.91,target,1.41,target,1.41,stop,-1.22,stop,-1.22
SCCO,2026-09-08,09:45,9,3,211.31,209.63,212.59,2.84,2.89,0.56,4.25,True,True,False,True,87.6,بدون,81,990.0,True,False,False,0.627,1.317213875906808,4.52,False,True,211.27,-0.02,0.83,-1.33,-1.28,1.21,-0.93,0.99,target,0.52,target,0.52,stop,-0.97,stop,-0.97,stop,-0.97,stop,-0.97,stop,-0.97,stop,-0.97,0.5,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,1.0,target,0.52,target,0.52,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,2.0,target,0.52,target,0.52,none,-1.28,target,1.02,none,-1.28,none,-0.93,none,-1.28,none,-0.93,0.62,target,0.52,target,0.52,stop,-0.6,stop,-0.6,stop,-0.6,stop,-0.6,stop,-0.6,stop,-0.6
SHOP,2026-09-08,09:45,9,3,136.79,135.66,136.81,3.91,2.05,0.52,1.9,False,False,False,False,5.5,بدون,80,9.24,False,True,False,0.743,1.0089242117745536,3.41,False,True,136.88,0.07,0.3,-3.13,-2.0,0.98,-7.38,1.02,stop,-1.09,stop,-1.09,stop,-1.09,stop,-1.09,stop,-1.09,stop,-1.09,stop,-1.09,stop,-1.09,0.5,stop,-0.57,stop,-0.57,stop,-0.57,stop,-0.57,stop,-0.57,stop,-0.57,stop,-0.57,stop,-0.57,1.0,stop,-1.07,stop,-1.07,stop,-1.07,stop,-1.07,stop,-1.07,stop,-1.07,stop,-1.07,stop,-1.07,2.0,stop,-2.06,stop,-2.06,stop,-2.06,stop,-2.06,stop,-2.06,stop,-2.06,stop,-2.06,stop,-2.06,0.74,stop,-0.8,stop,-0.8,stop,-0.8,stop,-0.8,stop,-0.8,stop,-0.8,stop,-0.8,stop,-0.8
SNPS,2026-09-08,09:45,9,3,401.4,397.31,400.19,2.26,1.98,0.81,1.62,False,False,False,True,66.6,بدون,73,1.99,False,False,False,0.548,2.1919730050223216,4.42,False,True,401.43,0.01,0.47,-2.48,-2.34,0.47,-2.06,1.22,stop,-1.22,stop,-1.22,stop,-1.22,stop,-1.22,stop,-1.22,stop,-1.22,stop,-1.22,stop,-1.22,0.5,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,1.0,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,2.0,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,0.55,stop,-0.55,stop,-0.55,stop,-0.55,stop,-0.55,stop,-0.55,stop,-0.55,stop,-0.55,stop,-0.55
GOOGL,2026-09-08,09:50,9,4,333.91,333.5,334.3,2.44,1.25,0.62,1.23,False,False,False,False,13.5,بدون,53,2.41,False,False,False,0.268,0.8949650355747768,1.95,False,True,333.9,-0.0,1.73,-0.2,1.36,1.73,-0.98,0.32,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,none,1.36,stop,-0.66,0.5,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,none,1.36,stop,-0.66,1.0,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,none,1.36,stop,-1.0,2.0,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,none,1.36,none,-0.98,0.27,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,none,1.36,stop,-0.66
ORCL,2026-09-08,09:50,9,4,164.59,164.26,166.2,4.37,2.93,1.0,2.23,False,False,False,False,81.8,بدون,90,3.71,False,True,False,0.981,1.628920418875558,3.92,False,True,164.68,0.05,0.12,-2.14,-1.31,0.29,-1.82,0.4,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,0.5,stop,-0.55,stop,-0.55,stop,-0.55,stop,-0.55,stop,-0.55,stop,-0.55,stop,-0.55,stop,-0.55,1.0,stop,-1.05,stop,-1.05,stop,-1.05,stop,-1.05,stop,-1.05,stop,-1.05,stop,-1.05,stop,-1.05,2.0,stop,-2.05,stop,-2.05,stop,-2.05,stop,-2.05,stop,-2.05,stop,-2.05,stop,-2.05,stop,-2.05,0.99,stop,-1.04,stop,-1.04,stop,-1.04,stop,-1.04,stop,-1.04,stop,-1.04,stop,-1.04,stop,-1.04
LIN,2026-09-08,10:00,10,6,472.3,470.21,472.4,2.6,2.5,0.94,2.21,False,True,False,True,24.6,بدون,85,2.26,False,False,True,0.344,1.6171133858816964,1.59,False,True,472.0,-0.06,0.21,-1.27,-0.8,0.21,-1.16,0.64,stop,-0.58,stop,-0.58,stop,-0.58,stop,-0.58,stop,-0.58,stop,-0.58,stop,-0.58,stop,-0.58,0.5,stop,-0.44,stop,-0.44,stop,-0.44,stop,-0.44,stop,-0.44,stop,-0.44,stop,-0.44,stop,-0.44,1.0,stop,-0.94,stop,-0.94,stop,-0.94,stop,-0.94,stop,-0.94,stop,-0.94,stop,-0.94,stop,-0.94,2.0,none,-0.8,none,-1.16,none,-0.8,none,-1.16,none,-0.8,none,-1.16,none,-0.8,none,-1.16,0.34,stop,-0.28,stop,-0.28,stop,-0.28,stop,-0.28,stop,-0.28,stop,-0.28,stop,-0.28,stop,-0.28
ISRG,2026-09-08,10:10,10,8,358.5,359.0,360.45,2.13,1.55,0.74,1.33,False,True,False,False,28.9,بدون,63,2.69,False,False,False,0.466,1.673647199358259,3.14,False,False,358.53,0.01,0.0,-3.07,-2.33,0.0,-1.44,0.06,stop,-0.07,stop,-0.07,stop,-0.07,stop,-0.07,stop,-0.07,stop,-0.07,stop,-0.07,stop,-0.07,0.5,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,1.0,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,2.0,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,0.47,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48
COST,2026-09-08,10:15,10,9,912.57,912.08,915.13,2.1,1.23,0.63,1.86,False,True,False,False,47.4,بدون,59,0.99,False,False,True,0.228,2.0862819126674106,1.97,False,True,912.75,0.02,0.17,-0.73,-0.29,0.17,-1.14,0.25,stop,-0.27,stop,-0.27,stop,-0.27,stop,-0.27,stop,-0.27,stop,-0.27,stop,-0.27,stop,-0.27,0.5,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,1.0,none,-0.29,stop,-1.02,none,-0.29,stop,-1.02,none,-0.29,stop,-1.02,none,-0.29,stop,-1.02,2.0,none,-0.29,none,-1.14,none,-0.29,none,-1.14,none,-0.29,none,-1.14,none,-0.29,none,-1.14,0.23,stop,-0.25,stop,-0.25,stop,-0.25,stop,-0.25,stop,-0.25,stop,-0.25,stop,-0.25,stop,-0.25
FCX,2026-09-08,10:15,10,9,78.17,77.69,78.18,2.08,1.93,0.59,1.31,False,True,False,True,83.6,بدون,68,-0.23,False,True,False,0.871,0.6767850603376117,4.23,False,False,78.16,-0.01,0.61,-2.19,-1.96,0.61,-2.47,0.81,target,0.51,target,0.51,stop,-0.8,stop,-0.8,stop,-0.8,stop,-0.8,stop,-0.8,stop,-0.8,0.5,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,1.0,target,0.51,target,0.51,stop,-0.99,stop,-0.99,stop,-0.99,stop,-0.99,stop,-0.99,stop,-0.99,2.0,target,0.51,target,0.51,stop,-1.99,stop,-1.99,stop,-1.99,stop,-1.99,stop,-1.99,stop,-1.99,0.87,target,0.51,target,0.51,stop,-0.85,stop,-0.85,stop,-0.85,stop,-0.85,stop,-0.85,stop,-0.85
AMD,2026-09-08,10:25,10,11,498.36,496.77,500.56,2.17,1.58,0.86,1.34,True,True,True,False,80.5,بدون,71,990.0,True,False,False,0.889,4.421406337193081,3.87,False,False,498.19,-0.03,2.84,-0.38,1.47,5.74,4.59,0.52,target,0.53,target,0.53,target,1.03,target,1.03,target,1.53,target,1.53,target,2.03,target,2.03,0.5,target,0.53,target,0.53,target,1.03,target,1.03,target,1.53,target,1.53,target,2.03,target,2.03,1.0,target,0.53,target,0.53,target,1.03,target,1.03,target,1.53,target,1.53,target,2.03,target,2.03,2.0,target,0.53,target,0.53,target,1.03,target,1.03,target,1.53,target,1.53,target,2.03,target,2.03,0.89,target,0.53,target,0.53,target,1.03,target,1.03,target,1.53,target,1.53,target,2.03,target,2.03
SYK,2026-09-08,10:25,10,11,287.89,285.3,289.16,3.99,3.4,0.99,2.03,False,False,False,False,13.9,بدون,90,6.51,False,False,True,0.904,2.5847080775669644,3.22,False,True,287.73,-0.05,0.17,-4.39,-3.94,0.17,-4.25,1.1,stop,-1.04,stop,-1.04,stop,-1.04,stop,-1.04,stop,-1.04,stop,-1.04,stop,-1.04,stop,-1.04,0.5,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,1.0,stop,-0.95,stop,-0.95,stop,-0.95,stop,-0.95,stop,-0.95,stop,-0.95,stop,-0.95,stop,-0.95,2.0,stop,-1.95,stop,-1.95,stop,-1.95,stop,-1.95,stop,-1.95,stop,-1.95,stop,-1.95,stop,-1.95,0.9,stop,-0.84,stop,-0.84,stop,-0.84,stop,-0.84,stop,-0.84,stop,-0.84,stop,-0.84,stop,-0.84
VRTX,2026-09-08,10:30,10,12,533.24,531.6,533.42,3.55,1.3,0.77,0.81,False,True,False,True,35.1,بدون,84,3.69,False,True,False,0.784,4.169908796037946,2.28,False,True,533.0,-0.05,0.13,-1.19,-0.77,0.13,-2.22,0.51,stop,-0.46,stop,-0.46,stop,-0.46,stop,-0.46,stop,-0.46,stop,-0.46,stop,-0.46,stop,-0.46,0.5,stop,-0.46,stop,-0.46,stop,-0.46,stop,-0.46,stop,-0.46,stop,-0.46,stop,-0.46,stop,-0.46,1.0,stop,-0.96,stop,-0.96,stop,-0.96,stop,-0.96,stop,-0.96,stop,-0.96,stop,-0.96,stop,-0.96,2.0,none,-0.77,stop,-1.96,none,-0.77,stop,-1.96,none,-0.77,stop,-1.96,none,-0.77,stop,-1.96,0.78,stop,-0.74,stop,-0.74,stop,-0.74,stop,-0.74,stop,-0.74,stop,-0.74,stop,-0.74,stop,-0.74
ARM,2026-09-08,10:50,10,16,259.55,256.3,258.04,2.12,1.16,0.66,1.07,False,False,False,True,56.3,بدون,53,1.28,False,False,False,0.636,1.630082266671317,5.62,False,True,259.79,0.09,3.15,-0.46,0.59,5.77,1.67,1.45,target,0.41,target,0.41,target,0.91,target,0.91,target,1.41,target,1.41,target,1.91,target,1.91,0.5,target,0.41,target,0.41,target,0.91,target,0.91,target,1.41,target,1.41,target,1.91,target,1.91,1.0,target,0.41,target,0.41,target,0.91,target,0.91,target,1.41,target,1.41,target,1.91,target,1.91,2.0,target,0.41,target,0.41,target,0.91,target,0.91,target,1.41,target,1.41,target,1.91,target,1.91,0.63,target,0.41,target,0.41,target,0.91,target,0.91,target,1.41,target,1.41,target,1.91,target,1.91
ANET,2026-09-08,11:15,11,21,199.95,198.59,199.32,2.31,1.04,0.75,0.76,True,True,False,True,69.8,بدون,71,990.0,True,True,False,0.401,0.7961393083844867,3.86,False,True,199.8,-0.08,0.44,-2.54,-2.4,0.44,-3.45,0.88,stop,-0.8,stop,-0.8,stop,-0.8,stop,-0.8,stop,-0.8,stop,-0.8,stop,-0.8,stop,-0.8,0.5,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,1.0,stop,-0.92,stop,-0.92,stop,-0.92,stop,-0.92,stop,-0.92,stop,-0.92,stop,-0.92,stop,-0.92,2.0,stop,-1.92,stop,-1.92,stop,-1.92,stop,-1.92,stop,-1.92,stop,-1.92,stop,-1.92,stop,-1.92,0.4,stop,-0.32,stop,-0.32,stop,-0.32,stop,-0.32,stop,-0.32,stop,-0.32,stop,-0.32,stop,-0.32
TSM,2026-09-08,11:15,11,21,440.0,438.72,440.03,2.38,1.73,0.69,0.95,True,True,False,True,73.6,بدون,74,0.98,False,True,False,0.255,1.1199275425502233,2.48,False,True,439.88,-0.03,0.52,-0.42,-0.2,0.52,-1.01,0.49,none,-0.2,stop,-1.23,none,-0.2,stop,-1.23,none,-0.2,stop,-1.23,none,-0.2,stop,-1.23,0.5,none,-0.2,stop,-1.23,none,-0.2,stop,-1.23,none,-0.2,stop,-1.23,none,-0.2,stop,-1.23,1.0,none,-0.2,stop,-1.23,none,-0.2,stop,-1.23,none,-0.2,stop,-1.23,none,-0.2,stop,-1.23,2.0,none,-0.2,none,-1.01,none,-0.2,none,-1.01,none,-0.2,none,-1.01,none,-0.2,none,-1.01,0.25,stop,-0.23,stop,-0.23,stop,-0.23,stop,-0.23,stop,-0.23,stop,-0.23,stop,-0.23,stop,-0.23
ARM,2026-09-08,11:40,11,26,265.42,263.43,267.97,4.59,1.53,0.79,3.06,True,True,True,False,69.4,بدون,95,990.0,True,False,False,0.561,1.4791499546595983,5.62,False,False,265.51,0.03,0.8,-2.02,-1.57,3.49,-0.52,0.95,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,0.5,stop,-0.53,stop,-0.53,stop,-0.53,stop,-0.53,stop,-0.53,stop,-0.53,stop,-0.53,stop,-0.53,1.0,target,0.47,target,0.47,stop,-1.03,stop,-1.03,stop,-1.03,stop,-1.03,stop,-1.03,stop,-1.03,2.0,target,0.47,target,0.47,none,-1.57,target,0.97,none,-1.57,target,1.47,none,-1.57,target,1.97,0.56,stop,-0.59,stop,-0.59,stop,-0.59,stop,-0.59,stop,-0.59,stop,-0.59,stop,-0.59,stop,-0.59
DHR,2026-09-08,11:55,12,29,206.04,205.96,206.46,2.04,1.18,0.75,0.97,False,True,False,False,48.1,بدون,64,1.07,False,False,False,0.246,0.5063236781529018,3.15,False,False,206.04,-0.0,0.43,-0.51,-0.36,0.43,-0.53,0.24,stop,-0.24,stop,-0.24,stop,-0.24,stop,-0.24,stop,-0.24,stop,-0.24,stop,-0.24,stop,-0.24,0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,1.0,none,-0.36,stop,-1.0,none,-0.36,stop,-1.0,none,-0.36,stop,-1.0,none,-0.36,stop,-1.0,2.0,none,-0.36,none,-0.53,none,-0.36,none,-0.53,none,-0.36,none,-0.53,none,-0.36,none,-0.53,0.25,stop,-0.25,stop,-0.25,stop,-0.25,stop,-0.25,stop,-0.25,stop,-0.25,stop,-0.25,stop,-0.25
TEAM,2026-09-08,12:00,12,30,178.26,178.8,179.3,2.59,1.03,0.95,0.87,False,False,False,False,34.2,بدون,59,7.37,False,True,False,0.28,0.501450674874442,5.05,False,True,178.22,-0.02,0.01,-1.51,-1.01,1.83,-0.22,-0.1,stop,0.12,stop,0.12,stop,0.12,stop,0.12,stop,0.12,stop,0.12,stop,0.12,stop,0.12,0.5,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,1.0,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,2.0,none,-1.01,stop,-1.98,none,-1.01,stop,-1.98,none,-1.01,stop,-1.98,none,-1.01,stop,-1.98,0.28,stop,-0.26,stop,-0.26,stop,-0.26,stop,-0.26,stop,-0.26,stop,-0.26,stop,-0.26,stop,-0.26
